contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18,W3,W64,Y14,Y17,Y18,Y25,Y41,Y52,Y70,Y7
k141_278097,310,DAF07934.1,DAF07934.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],47.4,97,4.96E-21,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,423,0,0,0,0,0,0,0,0,246
k141_278132,350,DAN83807.1,DAN83807.1 MAG TPA: Exonuclease [Caudoviricetes sp.],60.3,116,4.21E-43,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,6,0,0,0,0,0,0,0
k141_278322,451,DAV83068.1,DAV83068.1 MAG TPA: peptidoglycan-recognition protein [Caudoviricetes sp.],51.4,70,4.23E-11,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,9,0,0,0,0,0,0,0
k141_27852,1067,DAN45959.1,"DAN45959.1 MAG TPA: protein of unknown function (DUF4815), partial [Caudoviricetes sp.]",54,272,9.46E-72,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,2,18,4,0,11,4,413,2,32,35,2
k141_279211,326,DAE90981.1,DAE90981.1 MAG TPA: IrrE protein [Caudoviricetes sp.],46.8,109,4.08E-23,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,12,0,14,0,0,0,0,0
k141_279440,1258,DAX26383.1,DAX26383.1 MAG TPA: tail sheath protein [Caudoviricetes sp.],76.7,391,4.38E-219,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,14,0,0,0,0,0,703,0,0,71,0
k141_279720,313,DAQ84958.1,DAQ84958.1 MAG TPA: SmpA / OmlA family [Caudoviricetes sp.],58.1,93,2.82E-31,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,211,0,0,0,0
k141_279917,550,DAN76303.1,DAN76303.1 MAG TPA: tail sheath protein [Caudoviricetes sp.],84.6,182,1.49E-97,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,20,0,0,0,0,0,0,0
k141_280201,505,DAN28467.1,"DAN28467.1 MAG TPA: tail protein, partial [Caudoviricetes sp.]",78.3,138,2.41E-73,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,24,0,0,12,20,0,0,0
k141_280794,336,DAV26871.1,DAV26871.1 MAG TPA: major capsid protein [Caudoviricetes sp.],80.4,46,6.08E-12,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,105,0,5,18,2,0,0,0
k141_281127,496,DAU94242.1,"DAU94242.1 MAG TPA: Morphogenesis protein 1 wall, phi29, hydrolase, infection [Caudoviricetes sp.]",59.2,125,8.57E-45,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,93,0,0,0,0,0,0,0,0,0,0
k141_281419,354,DAN35412.1,DAN35412.1 MAG TPA: Helix-turn-helix XRE-family like protein [Caudoviricetes sp.],54,63,2.71E-14,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,21,0,0,0,0,0,0,0
k141_281488,324,DAI88284.1,DAI88284.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],47.4,95,1.75E-14,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,0,0,0,440,0
k141_281541,302,DAS38570.1,DAS38570.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],53.8,78,3.42E-19,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,54,0,0,0,0
k141_281838,655,DAP85048.1,DAP85048.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],61.7,175,1.22E-67,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,38,0,0,0,0,0,0,0,0,0,1302
k141_282013,505,DAO93328.1,DAO93328.1 MAG TPA: Terminase large subunit [Caudoviricetes sp.],99,104,2.26E-62,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,17,0,0,0,0,314,0,0
k141_282161,339,DAP47552.1,DAP47552.1 MAG TPA: putative structural protein [Caudoviricetes sp.],63.6,110,1.06E-36,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,274,0,4,0,0,0,0,0,0,0
k141_282735,361,DAX15503.1,DAX15503.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],57.5,120,8.18E-39,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,15,0,2,0,0,0,0,0
k141_282774,3079,DAJ88761.1,DAJ88761.1 MAG TPA: Chromatin remodeling complex ATPase [Caudoviricetes sp.],49.6,846,1.16E-279,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,536,0,24,0,0,0,0,186
k141_282801,325,DAT64961.1,DAT64961.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],63,108,1.05E-35,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,0,0,0,0,730
k141_283466,354,DAY41616.1,DAY41616.1 MAG TPA: Protein of unknown function (DUF2644) [Caudoviricetes sp.],57.6,59,5.03E-11,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,6,0,0,28,0,0,0,0
k141_284292,330,DAS67034.1,DAS67034.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],55.9,93,2.23E-25,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,10,0,0,0,0,0
k141_284540,306,DAX65191.1,DAX65191.1 MAG TPA: baseplate assembly protein [Caudoviricetes sp.],76.1,88,8.12E-39,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,0,16,0,0,0
k141_285310,497,DAQ53706.1,DAQ53706.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],80.6,36,9.27E-11,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,321,302,38,415,795,498,2344,2156,346,1176,1295
k141_286111,879,DAW07907.1,DAW07907.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],62.2,148,9.01E-61,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,120,0,0,6,0,1298,0
k141_286166,1066,DAJ83008.1,DAJ83008.1 MAG TPA: tail sheath protein [Caudoviricetes sp.],69.5,246,6.68E-104,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,42,0,0,0,0,0,0,0,282,0,1539
k141_286341,4204,DAN31296.1,DAN31296.1 MAG TPA: exonuclease subunit SbcD recombination 11-like protein [Caudoviricetes sp.],81,363,7.62E-198,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,1848,52,22,0,0,0,0,0
k141_286373,362,DAU21043.1,DAU21043.1 MAG TPA: homing endonuclease [Caudoviricetes sp.],64.4,118,1.93E-45,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,17,0,0,0,0,0,0,0
k141_286646,714,DAO65333.1,DAO65333.1 MAG TPA: AAA domain protein [Caudoviricetes sp.],75.2,117,1.64E-54,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,40,0,20,0,10,0,0,0
k141_287766,423,DAV17644.1,DAV17644.1 MAG TPA: Super-infection exclusion protein B [Caudoviricetes sp.],34.3,143,1.13E-22,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,0,16,0,0,0
k141_288190,852,DAF07810.1,DAF07810.1 MAG TPA: DNA polymerase B Like Replicative Helicase [Caudoviricetes sp.],45.8,253,1.36E-71,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,1565,0,2,0,0,0,0,284,0,4893
k141_288221,4167,DAS77603.1,DAS77603.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],63.3,221,1.92E-82,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,70,4242,71,0,5501,0
k141_288919,462,DAP05718.1,"DAP05718.1 MAG TPA: preprotein translocase subunit SecD, partial [Caudoviricetes sp.]",96.1,153,1.04E-84,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,12,0,0,0,0,0,0,0
k141_289371,765,DAS89194.1,DAS89194.1 MAG TPA: peptidase [Caudoviricetes sp.],39.5,238,2.41E-35,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,34,24,64,0,0,0,94,0
k141_28949,329,DAK40892.1,DAK40892.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],95.1,61,6.01E-35,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,0,10,0,0,0
k141_289555,647,DAK29216.1,DAK29216.1 MAG TPA: RNA dependent RNA polymerase [Caudoviricetes sp.],72.6,215,5.93E-99,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,0,47,0,0,0
k141_289846,1104,DAV49304.1,DAV49304.1 MAG TPA: DNA primase [Caudoviricetes sp.],34,209,4.47E-23,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,151,0,0,0,0,0,0,0
k141_289862,683,DAL39000.1,"DAL39000.1 MAG TPA_asm: hypothetical protein, partial [Caudoviricetes sp.]",63.4,227,1.97E-85,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,24,0,0,0,0,0,0,4,0,0,430
k141_289957,416,DAR66523.1,"DAR66523.1 MAG TPA: molecular chaperone DnaK, partial [Caudoviricetes sp.]",96.4,138,2.03E-84,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,193,0,48,0,8,0,0,0
k141_290307,3998,DAV07925.1,DAV07925.1 MAG TPA: Tail associated lysozyme [Caudoviricetes sp.],34.2,1133,4.04E-155,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,462,48,16,16,34,0,0,185
k141_291051,832,DAQ12445.1,DAQ12445.1 MAG TPA: homing endonuclease [Caudoviricetes sp.],46.9,239,3.47E-70,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,63,0,0,176,0,468
k141_291316,1025,DAJ23112.1,DAJ23112.1 MAG TPA: tail protein [Caudoviricetes sp.],82.5,120,6.59E-64,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,141,0,10,0,0,0,0,0
k141_291494,343,DAU85986.1,DAU85986.1 MAG TPA: bifunctional DNA-directed RNA polymerase subunit beta/beta' [Caudoviricetes sp.],76,100,7.46E-39,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,8,0,0,0,0,0,0,0
k141_291737,24334,DAJ32578.1,DAJ32578.1 MAG TPA: tail connector protein [Caudoviricetes sp.],56.7,886,7.83e-315,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,21,97,0,318861,570,42,26,11,44,365,24
k141_292108,375,DAG56271.1,DAG56271.1 MAG TPA: tail morphogenesis protein [Caudoviricetes sp.],64.8,125,4.92E-46,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,0,0,14,0,0,0
k141_292185,647,DAT24648.1,DAT24648.1 MAG TPA: KilA-N domain [Caudoviricetes sp.],78.9,128,4.61E-64,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,80,0,0,20,160,2,0,0,0,0,219
k141_292230,6385,DAL05455.1,DAL05455.1 MAG TPA: bifunctional DNA-directed RNA polymerase subunit beta/beta' [Caudoviricetes sp.],63.8,614,2.17E-260,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,11,0,0,6638,106,88,65,69,2,12,2
k141_292259,556,DAR51382.1,DAR51382.1 MAG TPA: Mga helix-turn-helix domain [Caudoviricetes sp.],67.3,55,1.52E-14,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,1,0,136,0,0,0,0,0
k141_292568,1546,DAI22600.1,DAI22600.1 MAG TPA: High frequency of lysogenization C protein [Caudoviricetes sp.],59.7,253,4.30E-92,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,48,0,0,1365,0,62,457,1586,0,0,104
k141_292637,1310,DAS76961.1,DAS76961.1 MAG TPA: DNA polymerase III [Caudoviricetes sp.],71.4,304,9.64E-162,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,2753,0,0,0,0,0,0,0,0,0,0
k141_292924,484,DAN81966.1,DAN81966.1 MAG TPA: minor structural protein GP20 [Caudoviricetes sp.],75.3,158,3.20E-70,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,10,0,0,0,0,0,0,0
k141_293243,334,DAN38477.1,DAN38477.1 MAG TPA: type IIA topoisomerase [Caudoviricetes sp.],55,109,3.22E-28,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,8,0,12,0,0,0,0,0
k141_293525,311,DAU23892.1,DAU23892.1 MAG TPA: minor capsid protein [Caudoviricetes sp.],85.4,103,4.20E-57,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,4,0,10,0,0,0
k141_293936,1711,DAM45005.1,DAM45005.1 MAG TPA: DNA polymerase [Caudoviricetes sp.],62.1,224,4.30E-82,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,2,0,0,117,0,8,322,0,0,0,0
k141_29411,566,DAO47502.1,DAO47502.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],48.2,141,4.15E-23,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,430,202,22,12,6,34,0,0
k141_294474,4188,DAU85995.1,DAU85995.1 MAG TPA: Helicase REPLICATION [Caudoviricetes sp.],69.3,225,2.91E-97,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,2539,0,14,0,0,0,0,0
k141_294552,610,DAX18710.1,"DAX18710.1 MAG TPA: Recombination and repair protein dimer, inactive conformation, RecA [Caudoviricetes sp.]",68,203,2.23E-89,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,2,132,4,0,0,0
k141_294810,1456,DAX77311.1,DAX77311.1 MAG TPA: tail sheath tube [Caudoviricetes sp.],76.8,479,1.98E-271,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,464,0,14,14,0,0,0,0
k141_295003,323,DAH91356.1,DAH91356.1 MAG TPA: portal protein [Caudoviricetes sp.],69.2,104,9.58E-38,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,8,0,0,0,0,0,0,0
k141_295054,1992,DAT18078.1,DAT18078.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],62.6,265,1.82E-107,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,0,0,2,566,30,0,1460,0
k141_295314,2896,DAK22051.1,DAK22051.1 MAG TPA: DNA polymerase [Caudoviricetes sp.],48.8,508,7.74E-163,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,398,0,0,0,0,0,0,0
k141_295493,3250,DAV08007.1,DAV08007.1 MAG TPA: hypothetical protein [Caudoviricetes sp.],70.5,288,1.51E-135,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,466,138,36,0,24,202,0,154
k141_295524,586,DAJ75342.1,DAJ75342.1 MAG TPA: ParB protein [Caudoviricetes sp.],88.4,164,5.13E-92,Viruses,Caudoviricetes sp.,2832643,Caudoviricetes sp.,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|unclassified Caudoviricetes|Caudoviricetes sp.,no rank|superkingdom|clade|kingdom|phylum|class|no rank|species,0,0,0,12,0,22,0,0,0,0,0
